,station,year,month,day,hour,precip,wind_speed,wind_gust,distance,category
764,CSAP4,2019,8,28,9,0.0,2.680000066757202,5.809999942779541,344.5215784092652,3.0
765,CSAP4,2019,8,28,10,0.0,3.130000114440918,5.809999942779541,344.5215784092652,3.0
766,CSAP4,2019,8,28,11,0.0,2.2300000190734863,4.019999980926514,344.5215784092652,3.0
767,CSAP4,2019,8,28,12,0.0,2.2300000190734863,5.809999942779541,344.5215784092652,3.0
768,CSAP4,2019,8,28,12,0.0,2.2300000190734863,5.809999942779541,233.58988922705214,4.0
769,CSAP4,2019,8,28,13,0.0,4.920000076293945,8.9399995803833,233.58988922705214,4.0
770,CSAP4,2019,8,28,14,0.0,4.46999979019165,8.9399995803833,233.58988922705214,4.0
771,CSAP4,2019,8,28,15,0.0,4.46999979019165,8.489999771118164,233.58988922705214,4.0
772,CSAP4,2019,8,28,15,0.0,4.46999979019165,8.489999771118164,179.03772456279168,4.0
773,CSAP4,2019,8,28,16,0.0,3.130000114440918,6.699999809265137,179.03772456279168,4.0
774,CSAP4,2019,8,28,17,0.0,3.130000114440918,6.699999809265137,179.03772456279168,4.0
775,CSAP4,2019,8,28,18,1.524017333984375,7.599999904632568,10.729999542236328,179.03772456279168,4.0
776,CSAP4,2019,8,28,18,1.524017333984375,7.599999904632568,10.729999542236328,132.26071738824723,4.0
777,CSAP4,2019,8,28,19,0.0,1.7899999618530273,6.699999809265137,132.26071738824723,4.0
778,CSAP4,2019,8,28,20,0.0,3.130000114440918,4.920000076293945,132.26071738824723,4.0
779,CSAP4,2019,8,28,21,0.0,4.019999980926514,5.809999942779541,132.26071738824723,4.0
780,CSAP4,2019,8,28,22,0.0,2.680000066757202,5.809999942779541,132.26071738824723,4.0
781,CSAP4,2019,8,28,23,0.0,1.7899999618530273,5.809999942779541,132.26071738824723,4.0
782,CSAP4,2019,8,29,0,0.0,2.680000066757202,3.5799999237060547,132.26071738824723,4.0
783,CSAP4,2019,8,29,0,0.0,2.680000066757202,3.5799999237060547,146.67510999930224,5.0
784,CSAP4,2019,8,29,1,0.0,0.44999998807907104,2.680000066757202,146.67510999930224,5.0
785,CSAP4,2019,8,29,2,0.0,0.0,0.8999999761581421,146.67510999930224,5.0
786,CSAP4,2019,8,29,3,3.555999755859375,0.0,1.340000033378601,146.67510999930224,5.0
787,CSAP4,2019,8,29,4,0.0,0.44999998807907104,3.5799999237060547,146.67510999930224,5.0
788,CSAP4,2019,8,29,5,1.52398681640625,4.019999980926514,5.369999885559082,146.67510999930224,5.0
